date,home_team,away_team,home_score,away_score,competition,stadium,city,country,neutral,world_cup
1920-02-07,Scotland,Wales,9,5,1920 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False
1920-02-14,Ireland,England,11,14,1920 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1920-02-17,France,Wales,5,6,1920 Five Nations Championship,Stade Colombes,Paris,France,False,False
1920-02-28,Scotland,Ireland,19,0,1920 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False
1920-03-13,Wales,Ireland,28,4,1920 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1920-03-20,England,Scotland,13,4,1920 Five Nations Championship,Twickenham Stadium,London,England,False,False
1920-04-03,Ireland,France,7,15,1920 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1921-01-15,England,Wales,18,3,1921 Five Nations Championship,Twickenham,London,England,False,False
1921-01-22,Scotland,France,0,3,1921 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False
1921-02-05,Wales,Scotland,8,14,1921 Five Nations Championship,St Helen's,Swansea,Wales,False,False
1921-02-12,England,Ireland,15,0,1921 Five Nations Championship,Twickenham,London,England,False,False
1921-02-26,Ireland,Scotland,9,8,1921 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1921-02-26,Wales,France,12,4,1921 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1921-03-12,Ireland,Wales,0,6,1921 Five Nations Championship,Balmoral Showgrounds,Balmoral,Ireland,False,False
1921-03-19,Scotland,England,0,18,1921 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False
1921-03-28,France,England,6,10,1921 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False
1921-04-09,France,Ireland,20,10,1921 Five Nations Championship,Colombes,Paris,France,False,False
1921-08-13,New Zealand,South Africa,13,5,1921 South Africa tour,Carisbrook,Dunedin,New Zealand,False,False
1921-08-27,New Zealand,South Africa,5,9,1921 South Africa tour,Eden Park,Auckland,New Zealand,False,False
1921-09-17,New Zealand,South Africa,0,0,1921 South Africa tour,Athletic Park,Wellington,New Zealand,False,False
1922-01-02,France,Scotland,3,3,1922 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False
1922-01-21,Wales,England,28,6,1922 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales,False,False
1922-02-04,Scotland,Wales,9,9,1922 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False
1922-02-11,Ireland,England,3,12,1922 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1922-02-25,England,France,11,11,1922 Five Nations Championship,Twickenham,London,England,False,False
1922-02-25,Scotland,Ireland,6,3,1922 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False
1922-03-11,Wales,Ireland,11,5,1922 Five Nations Championship,St Helen's,Swansea,Wales,False,False
1922-03-18,England,Scotland,11,5,1922 Five Nations Championship,Twickenham Stadium,London,England,False,False
1922-03-23,France,Wales,3,11,1922 Five Nations Championship,Stade Colombes,Paris,France,False,False
1922-04-08,Ireland,France,8,3,1922 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1923-01-20,Scotland,France,16,3,1923 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False
1923-01-20,England,Wales,7,3,1923 Five Nations Championship,Twickenham,London,England,False,False
1923-02-03,Wales,Scotland,8,11,1923 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1923-02-10,England,Ireland,23,5,1923 Five Nations Championship,Welford Road,Leicester,England,False,False
1923-02-24,Ireland,Scotland,3,13,1923 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1923-02-24,Wales,France,16,8,1923 Five Nations Championship,St Helen's,Swansea,Wales,False,False
1923-03-10,Ireland,Wales,5,4,1923 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1923-03-17,Scotland,England,6,8,1923 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False
1923-04-02,France,England,3,12,1923 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False
1923-04-14,France,Ireland,14,8,1923 Five Nations Championship,Colombes,Paris,France,False,False
1924-01-01,France,Scotland,12,10,1924 Five Nations Championship,Stade Pershing,Vincennes,France,False,False
1924-01-19,Wales,England,9,17,1924 Five Nations Championship,St Helen's,Swansea,Wales,False,False
1924-01-26,Ireland,France,6,0,1924 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1924-02-02,Scotland,Wales,35,10,1924 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False
1924-02-09,Ireland,England,3,14,1924 Five Nations Championship,Ravenhill,Belfast,Ireland,False,False
1924-02-23,England,France,19,7,1924 Five Nations Championship,Twickenham,London,England,False,False
1924-02-23,Scotland,Ireland,13,8,1924 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False
1924-03-08,Wales,Ireland,10,13,1924 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1924-03-15,England,Scotland,19,0,1924 Five Nations Championship,Twickenham Stadium,London,England,False,False
1924-03-27,France,Wales,6,10,1924 Five Nations Championship,Stade Colombes,Paris,France,False,False
1924-11-01,Ireland,New Zealand,0,6,"1924–25 New Zealand rugby union tour of Britain, Ireland and France",Lansdowne Road,Dublin,Ireland,False,False
1924-11-29,Wales,New Zealand,0,19,"1924–25 New Zealand tour of France, Great Britain and Ireland",St Helen's,Swansea,Wales,False,False
1925-01-01,France,Ireland,3,9,1925 Five Nations Championship,Colombes,Paris,France,False,False
1925-01-03,England,New Zealand,11,17,"1924–25 New Zealand rugby union tour of Britain, Ireland and France",Twickenham,London,England,False,False
1925-01-17,England,Wales,12,6,1925 Five Nations Championship,Twickenham,London,England,False,False
1925-01-18,France,New Zealand,6,30,1924–25 New Zealand tour,Stade des Ponts Jumeaux,Toulouse,France,False,False
1925-02-07,Wales,Scotland,14,24,1925 Five Nations Championship,St Helen's,Swansea,Wales,False,False
1925-02-14,England,Ireland,6,6,1925 Five Nations Championship,Twickenham,London,England,False,False
1925-02-21,Scotland,France,25,4,1925 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False
1925-02-28,Wales,France,11,5,1925 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1925-02-28,Ireland,Scotland,8,14,1925 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1925-03-14,Ireland,Wales,19,3,1925 Five Nations Championship,Ravenhill,Belfast,Ireland,False,False
1925-03-21,Scotland,England,14,11,1925 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1925-04-13,France,England,11,13,1925 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False
1926-01-01,Ireland,France,11,0,1926 Five Nations Championship,Ravenhill Stadium,Belfast,Ireland,False,False
1926-01-02,France,Scotland,6,20,1926 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False
1926-01-16,Wales,England,3,3,1926 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales,False,False
1926-02-06,Scotland,Wales,8,5,1926 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1926-02-13,Ireland,England,19,15,1926 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1926-02-27,England,France,11,0,1926 Five Nations Championship,Twickenham,London,England,False,False
1926-02-27,Scotland,Ireland,0,3,1926 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1926-03-13,Wales,Ireland,11,8,1926 Five Nations Championship,St Helen's,Swansea,Wales,False,False
1926-03-20,England,Scotland,9,17,1926 Five Nations Championship,Twickenham Stadium,London,England,False,False
1926-04-05,France,Wales,5,7,1926 Five Nations Championship,Stade Colombes,Paris,France,False,False
1927-01-01,France,Ireland,3,8,1927 Five Nations Championship,Colombes,Paris,France,False,False
1927-01-15,England,Wales,11,9,1927 Five Nations Championship,Twickenham,London,England,False,False
1927-01-22,Scotland,France,23,6,1927 Five Nations Championship,Murrayfield,Edinburgh,Scotland,False,False
1927-02-05,Wales,Scotland,0,5,1927 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1927-02-12,England,Ireland,8,6,1927 Five Nations Championship,Twickenham,London,England,False,False
1927-02-26,Ireland,Scotland,6,0,1927 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1927-02-26,Wales,France,25,7,1927 Five Nations Championship,St Helen's,Swansea,Wales,False,False
1927-03-12,Ireland,Wales,19,9,1927 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1927-03-19,Scotland,England,21,13,1927 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1927-04-02,France,England,3,0,1927 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False
1927-11-12,Ireland,Australia,3,5,"1927–28 Waratahs tour of the British Isles, France and Canada",Lansdowne Road,Dublin,Ireland,False,False
1927-11-26,Wales,Australia,8,18,1927–28 Waratahs tour of Europe and North America,National Stadium,Cardiff,Wales,False,False
1927-12-17,Scotland,Australia,10,8,"1927–28 New South Wales tour of Great Britain, Ireland and France",Murrayfield Stadium,Edinburgh,Scotland,False,False
1928-01-02,France,Scotland,6,15,1928 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False
1928-01-07,England,Australia,18,11,"1927–28 New South Wales tour of Great Britain, Ireland and France",Twickenham Stadium,London,England,False,False
1928-01-21,Wales,England,8,10,1928 Five Nations Championship,St Helen's,Swansea,Wales,False,False
1928-01-22,France,Australia,8,11,"1927–28 New South Wales tour of Great Britain, Ireland and France",Stade Yves-du-Manoir,Colombes,France,False,False
1928-01-28,Ireland,France,12,8,1928 Five Nations Championship,Ravenhill Stadium,Belfast,Ireland,False,False
1928-02-04,Scotland,Wales,0,13,1928 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1928-02-11,Ireland,England,6,7,1928 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1928-02-25,Scotland,Ireland,5,13,1928 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1928-02-25,England,France,18,8,1928 Five Nations Championship,Twickenham,London,England,False,False
1928-03-10,Wales,Ireland,10,13,1928 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1928-03-17,England,Scotland,6,0,1928 Five Nations Championship,Twickenham Stadium,London,England,False,False
1928-04-09,France,Wales,8,3,1928 Five Nations Championship,Stade Colombes,Paris,France,False,False
1928-06-30,South Africa,New Zealand,17,0,1928 New Zealand tour,Kingsmead,Durban,South Africa,False,False
1928-07-21,South Africa,New Zealand,6,7,1928 New Zealand tour,Ellis Park,Johannesburg,South Africa,False,False
1928-08-18,South Africa,New Zealand,11,6,1928 New Zealand tour,Crusaders Ground,Port Elizabeth,South Africa,False,False
1928-09-01,South Africa,New Zealand,5,13,1928 New Zealand tour,Newlands,Cape Town,South Africa,False,False
1928-12-31,France,Ireland,0,6,1929 Five Nations Championship,Colombes,Paris,France,False,False
1929-01-19,England,Wales,8,3,1929 Five Nations Championship,Twickenham,London,England,False,False
1929-01-19,Scotland,France,6,3,1929 Five Nations Championship,Murrayfield,Edinburgh,Scotland,False,False
1929-02-02,Wales,Scotland,14,7,1929 Five Nations Championship,St Helen's,Swansea,Wales,False,False
1929-02-09,England,Ireland,5,6,1929 Five Nations Championship,Twickenham,London,England,False,False
1929-02-23,Wales,France,8,3,1929 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1929-02-23,Ireland,Scotland,7,16,1929 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1929-03-09,Ireland,Wales,5,5,1929 Five Nations Championship,Ravenhill,Belfast,Ireland,False,False
1929-03-16,Scotland,England,12,6,1929 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1929-04-01,France,England,6,16,1929 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False
1929-07-06,Australia,New Zealand,8,9,1929 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia,False,False
1929-07-20,Australia,New Zealand,17,9,1929 New Zealand tour of Australia,Brisbane Exhibition Ground,Brisbane,Australia,False,False
1929-07-27,Australia,New Zealand,15,13,1929 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia,False,False
1930-01-01,France,Scotland,7,3,1930 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False
1930-01-18,Wales,England,3,11,1930 Five Nations Championship,Cardiff Arms Park,Cardiff,Wales,False,False
1930-01-25,Ireland,France,0,5,1930 Five Nations Championship,Ravenhill Stadium,Belfast,Ireland,False,False
1930-02-01,Scotland,Wales,12,9,1930 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1930-02-08,Ireland,England,4,3,1930 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1930-02-22,Scotland,Ireland,11,14,1930 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1930-02-22,England,France,11,5,1930 Five Nations Championship,Twickenham,London,England,False,False
1930-03-08,Wales,Ireland,12,7,1930 Five Nations Championship,St Helen's,Swansea,Wales,False,False
1930-03-15,England,Scotland,0,0,1930 Five Nations Championship,Twickenham Stadium,London,England,False,False
1930-04-21,France,Wales,0,11,1930 Five Nations Championship,Stade Colombes,Paris,France,False,False
1931-01-01,France,Ireland,3,0,1931 Five Nations Championship,Colombes,Paris,France,False,False
1931-01-17,England,Wales,11,11,1931 Five Nations Championship,Twickenham,London,England,False,False
1931-01-24,Scotland,France,6,4,1931 Five Nations Championship,Murrayfield,Edinburgh,Scotland,False,False
1931-02-07,Wales,Scotland,13,8,1931 Five Nations Championship,National Stadium,Cardiff,Wales,False,False
1931-02-14,England,Ireland,5,6,1931 Five Nations Championship,Twickenham,London,England,False,False
1931-02-28,Ireland,Scotland,8,5,1931 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1931-02-28,Wales,France,35,3,1931 Five Nations Championship,St Helen's,Swansea,Wales,False,False
1931-03-14,Ireland,Wales,3,15,1931 Five Nations Championship,Ravenhill,Belfast,Ireland,False,False
1931-03-21,Scotland,England,28,19,1931 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1931-04-06,France,England,14,13,1931 Five Nations Championship,Stade Yves-du-Manoir,Colombes,France,False,False
1931-09-12,New Zealand,Australia,20,13,1931 Australia tour of New Zealand,Eden Park,Auckland,New Zealand,False,False
1931-12-05,Wales,South Africa,3,8,1931–32 South Africa tour of Great Britain and Ireland,St. Helen's,Swansea,Wales,False,False
1931-12-19,Ireland,South Africa,3,8,1931–32 South Africa rugby union tour of Britain and Ireland,Lansdowne Road,Dublin,Ireland,False,False
1932-01-02,England,South Africa,0,7,1931-32 South Africa rugby union tour of Britain and Ireland,Twickenham,London,England,False,False
1932-01-16,Scotland,South Africa,3,6,1931–32 South Africa rugby union tour of Britain and Ireland,Murrayfield,Edinburgh,Scotland,False,False
1932-01-16,Wales,England,12,5,1932 Home Nations Championship,St Helen's,Swansea,Wales,False,False
1932-02-06,Scotland,Wales,0,6,1932 Home Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1932-02-13,Ireland,England,8,11,1932 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False
1932-02-27,Scotland,Ireland,8,20,1932 Home Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False
1932-03-12,Wales,Ireland,10,12,1932 Home Nations Championship,National Stadium,Cardiff,Wales,False,False
1932-03-19,England,Scotland,16,3,1932 Home Nations Championship,Twickenham Stadium,London,England,False,False
1932-07-02,Australia,New Zealand,22,17,1932 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia,False,False
1932-07-16,Australia,New Zealand,3,21,1932 New Zealand tour of Australia,Brisbane Exhibition Ground,Brisbane,Australia,False,False
1932-07-23,Australia,New Zealand,13,21,1932 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia,False,False
1933-01-21,England,Wales,3,7,1933 Home Nations Championship,Twickenham,London,England,False,False
1933-02-04,Wales,Scotland,3,11,1933 Home Nations Championship,St Helen's,Swansea,Wales,False,False
1933-02-11,England,Ireland,17,6,1933 Home Nations Championship,Twickenham,London,England,False,False
1933-03-11,Ireland,Wales,10,5,1933 Home Nations Championship,Ravenhill,Belfast,Ireland,False,False
